CPU,%usr
all,18.31
0,18.20
1,18.57
2,18.43
3,18.72
4,17.96
5,18.57
6,18.78
7,18.59
8,18.67
9,17.96
10,18.36
11,18.94
12,17.54
13,18.49
14,18.31
15,18.27
16,18.22
17,17.97
18,18.73
19,17.84
20,18.39
21,18.55
22,17.42
23,18.01
