Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   28.57    0.00   12.89    0.19    0.00    1.46    0.00    0.00    0.00   56.89
Average:       0   27.53    0.00   13.68    0.06    0.00    1.56    0.00    0.00    0.00   57.18
Average:       1   28.88    0.00   12.47    0.09    0.00    1.27    0.00    0.00    0.00   57.29
Average:       2   28.70    0.00   12.94    0.03    0.00    1.16    0.00    0.00    0.00   57.17
Average:       3   28.33    0.00   13.10    0.00    0.00    1.36    0.00    0.00    0.00   57.21
Average:       4   28.47    0.00   12.81    0.06    0.00    2.11    0.00    0.00    0.00   56.55
Average:       5   28.66    0.00   13.21    0.00    0.00    1.03    0.00    0.00    0.00   57.09
Average:       6   27.46    0.00   13.26    0.00    0.00    2.02    0.00    0.00    0.00   57.27
Average:       7   28.23    0.00   13.32    0.00    0.00    1.15    0.00    0.00    0.00   57.31
Average:       8   28.50    0.00   12.99    0.03    0.00    1.21    0.00    0.00    0.00   57.27
Average:       9   28.83    0.00   12.86    0.06    0.00    1.93    0.00    0.00    0.00   56.32
Average:      10   29.46    0.00   12.89    0.06    0.00    1.19    0.00    0.00    0.00   56.40
Average:      11   29.01    0.00   12.34    0.00    0.00    1.10    0.00    0.00    0.00   57.54
Average:      12   27.08    0.00   13.32    0.00    0.00    2.22    0.00    0.00    0.00   57.37
Average:      13   28.94    0.00   12.60    2.96    0.00    1.25    0.00    0.00    0.00   54.25
Average:      14   29.11    0.00   12.81    0.12    0.00    1.21    0.00    0.00    0.00   56.75
Average:      15   28.86    0.00   12.81    0.09    0.00    1.01    0.00    0.00    0.00   57.22
Average:      16   29.63    0.00   11.96    0.09    0.00    1.13    0.00    0.00    0.00   57.20
Average:      17   27.92    0.00   12.98    0.03    0.00    2.14    0.00    0.00    0.00   56.93
Average:      18   29.17    0.00   12.55    0.03    0.00    1.13    0.00    0.00    0.00   57.12
Average:      19   28.53    0.00   12.18    0.59    0.00    2.08    0.00    0.00    0.00   56.61
Average:      20   29.04    0.00   13.30    0.30    0.00    1.04    0.00    0.00    0.00   56.33
Average:      21   28.33    0.00   12.83    0.00    0.00    1.28    0.00    0.00    0.00   57.56
Average:      22   28.41    0.00   13.17    0.09    0.00    1.69    0.00    0.00    0.00   56.64
Average:      23   28.56    0.00   12.92    0.00    0.00    1.84    0.00    0.00    0.00   56.68
