Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   12.62    0.00    4.74    0.23    0.00    0.72    0.00    0.00    0.00   81.69
Average:       0   12.50    0.00    4.25    0.12    0.00    1.73    0.00    0.00    0.00   81.40
Average:       1   12.49    0.00    4.49    0.00    0.00    0.92    0.00    0.00    0.00   82.11
Average:       2   13.48    0.00    4.70    0.24    0.00    0.65    0.00    0.00    0.00   80.93
Average:       3   12.40    0.00    4.77    0.00    0.00    0.62    0.00    0.00    0.00   82.21
Average:       4   12.31    0.00    4.62    0.00    0.00    0.83    0.00    0.00    0.00   82.24
Average:       5   12.20    0.00    4.55    0.12    0.00    0.59    0.00    0.00    0.00   82.54
Average:       6   12.49    0.00    4.27    0.00    0.00    0.95    0.00    0.00    0.00   82.30
Average:       7   12.33    0.00    4.75    0.00    0.00    0.50    0.00    0.00    0.00   82.41
Average:       8   12.95    0.00    4.38    0.00    0.00    0.62    0.00    0.00    0.00   82.05
Average:       9   11.93    0.00    4.96    0.00    0.00    0.74    0.00    0.00    0.00   82.37
Average:      10   12.32    0.00    4.80    0.00    0.00    0.53    0.00    0.00    0.00   82.35
Average:      11   12.52    0.00    4.99    0.00    0.00    0.41    0.00    0.00    0.00   82.08
Average:      12   12.77    0.00    4.56    0.06    0.00    0.89    0.00    0.00    0.00   81.71
Average:      13   13.56    0.00    4.62    3.35    0.00    0.68    0.00    0.00    0.00   77.80
Average:      14   12.79    0.00    5.11    1.42    0.00    0.65    0.00    0.00    0.00   80.04
Average:      15   13.17    0.00    4.97    0.12    0.00    0.44    0.00    0.00    0.00   81.30
Average:      16   12.76    0.00    4.79    0.00    0.00    0.50    0.00    0.00    0.00   81.95
Average:      17   12.33    0.00    4.87    0.00    0.00    1.00    0.00    0.00    0.00   81.79
Average:      18   12.60    0.00    5.14    0.00    0.00    0.50    0.00    0.00    0.00   81.76
Average:      19   12.70    0.00    5.30    0.09    0.00    0.89    0.00    0.00    0.00   81.03
Average:      20   12.46    0.00    4.85    0.06    0.00    0.41    0.00    0.00    0.00   82.21
Average:      21   12.23    0.00    4.53    0.00    0.00    0.53    0.00    0.00    0.00   82.71
Average:      22   12.61    0.00    5.02    0.03    0.00    0.80    0.00    0.00    0.00   81.54
Average:      23   12.93    0.00    4.46    0.00    0.00    0.91    0.00    0.00    0.00   81.70
