CPU,%usr
all,28.57
0,27.53
1,28.88
2,28.70
3,28.33
4,28.47
5,28.66
6,27.46
7,28.23
8,28.50
9,28.83
10,29.46
11,29.01
12,27.08
13,28.94
14,29.11
15,28.86
16,29.63
17,27.92
18,29.17
19,28.53
20,29.04
21,28.33
22,28.41
23,28.56
