CPU,%usr
all,24.33
0,23.96
1,24.07
2,24.33
3,25.22
4,23.89
5,24.17
6,24.12
7,24.29
8,24.56
9,24.05
10,23.81
11,24.53
12,23.50
13,24.29
14,24.63
15,25.55
16,24.59
17,23.77
18,25.04
19,24.67
20,24.27
21,24.45
22,24.05
23,24.09
