Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   24.33    0.00   11.06    0.19    0.00    1.23    0.00    0.00    0.00   63.19
Average:       0   23.96    0.00   11.69    0.12    0.00    1.62    0.00    0.00    0.00   62.61
Average:       1   24.07    0.00   11.61    0.00    0.00    1.30    0.00    0.00    0.00   63.02
Average:       2   24.33    0.00   11.33    0.00    0.00    1.13    0.00    0.00    0.00   63.22
Average:       3   25.22    0.00   10.40    0.00    0.00    0.83    0.00    0.00    0.00   63.54
Average:       4   23.89    0.00   10.74    0.00    0.00    1.81    0.00    0.00    0.00   63.56
Average:       5   24.17    0.00   11.37    0.09    0.00    0.92    0.00    0.00    0.00   63.45
Average:       6   24.12    0.00   10.57    0.00    0.00    1.69    0.00    0.00    0.00   63.62
Average:       7   24.29    0.00   10.79    0.03    0.00    1.04    0.00    0.00    0.00   63.85
Average:       8   24.56    0.00   11.15    0.03    0.00    1.04    0.00    0.00    0.00   63.23
Average:       9   24.05    0.00   11.40    0.00    0.00    1.72    0.00    0.00    0.00   62.84
Average:      10   23.81    0.00   11.38    0.00    0.00    1.07    0.00    0.00    0.00   63.74
Average:      11   24.53    0.00   10.77    0.00    0.00    1.13    0.00    0.00    0.00   63.58
Average:      12   23.50    0.00   11.10    0.03    0.00    1.61    0.00    0.00    0.00   63.76
Average:      13   24.29    0.00   10.67    2.17    0.00    1.19    0.00    0.00    0.00   61.67
Average:      14   24.63    0.00   11.05    0.74    0.00    0.83    0.00    0.00    0.00   62.75
Average:      15   25.55    0.00   10.19    0.00    0.00    0.98    0.00    0.00    0.00   63.28
Average:      16   24.59    0.00   11.18    0.15    0.00    0.74    0.00    0.00    0.00   63.34
Average:      17   23.77    0.00   11.31    0.06    0.00    1.75    0.00    0.00    0.00   63.11
Average:      18   25.04    0.00   10.84    0.33    0.00    0.77    0.00    0.00    0.00   63.02
Average:      19   24.67    0.00   10.44    0.53    0.00    1.42    0.00    0.00    0.00   62.94
Average:      20   24.27    0.00   11.62    0.00    0.00    0.83    0.00    0.00    0.00   63.29
Average:      21   24.45    0.00   11.67    0.03    0.00    0.86    0.00    0.00    0.00   62.99
Average:      22   24.05    0.00   11.46    0.00    0.00    1.81    0.00    0.00    0.00   62.69
Average:      23   24.09    0.00   10.83    0.12    0.00    1.55    0.00    0.00    0.00   63.41
