Responsetime
22.0
21.0
21.0
22.0
21.0
21.0
22.0
21.0
20.0
21.0
20.0
21.0
22.0
21.0
22.0
22.0
19.0
19.0
19.0
19.0
20.0
21.0
21.0
19.0
22.0
23.0
21.0
22.0
19.0
21.0
21.0
21.0
20.0
18.0
18.0
19.0
19.0
20.0
20.0
20.0
21.0
21.0
21.0
22.0
20.0
23.0
23.0
26.0
19.0
19.0
19.0
19.0
19.0
18.0
19.0
19.0
18.0
18.0
20.0
20.0
21.0
21.0
22.0
22.0
22.0
24.0
23.0
23.0
20.0
20.0
19.0
20.0
17.0
18.0
19.0
19.0
19.0
20.0
20.0
20.0
22.0
23.0
23.0
23.0
22.0
25.0
25.0
27.0
18.0
20.0
19.0
24.0
18.0
18.0
21.0
18.0
20.0
20.0
20.0
20.0
22.0
22.0
22.0
23.0
23.0
29.0
29.0
29.0
21.0
19.0
28.0
29.0
19.0
19.0
19.0
26.0
18.0
19.0
20.0
21.0
22.0
22.0
22.0
22.0
23.0
22.0
22.0
23.0
21.0
24.0
26.0
26.0
25.0
26.0
19.0
27.0
19.0
18.0
20.0
19.0
21.0
22.0
22.0
22.0
22.0
20.0
21.0
24.0
24.0
25.0
23.0
24.0
26.0
26.0
28.0
23.0
18.0
19.0
18.0
20.0
21.0
22.0
22.0
21.0
22.0
21.0
19.0
24.0
25.0
27.0
22.0
23.0
25.0
27.0
27.0
22.0
19.0
19.0
18.0
17.0
22.0
22.0
22.0
21.0
22.0
24.0
27.0
22.0
24.0
24.0
23.0
27.0
23.0
25.0
26.0
25.0
28.0
20.0
18.0
19.0
22.0
23.0
22.0
20.0
22.0
26.0
27.0
25.0
24.0
26.0
27.0
24.0
27.0
22.0
28.0
27.0
22.0
26.0
17.0
20.0
22.0
22.0
21.0
22.0
21.0
21.0
20.0
22.0
23.0
20.0
20.0
18.0
19.0
21.0
20.0
19.0
18.0
19.0
21.0
20.0
23.0
21.0
22.0
21.0
24.0
22.0
21.0
22.0
22.0
24.0
25.0
25.0
26.0
26.0
28.0
20.0
18.0
19.0
21.0
18.0
22.0
22.0
21.0
22.0
23.0
20.0
25.0
26.0
27.0
28.0
21.0
28.0
29.0
27.0
29.0
19.0
25.0
27.0
27.0
19.0
21.0
22.0
22.0
23.0
22.0
19.0
25.0
24.0
18.0
20.0
21.0
22.0
22.0
24.0
26.0
20.0
19.0
18.0
23.0
18.0
22.0
22.0
21.0
21.0
22.0
21.0
19.0
22.0
22.0
25.0
22.0
18.0
20.0
20.0
20.0
20.0
28.0
28.0
27.0
25.0
23.0
20.0
21.0
19.0
22.0
20.0
21.0
21.0
23.0
24.0
35.0
36.0
38.0
41.0
43.0
54.0
55.0
53.0
56.0
58.0
21.0
21.0
21.0
22.0
21.0
21.0
21.0
20.0
21.0
22.0
19.0
23.0
21.0
24.0
24.0
23.0
26.0
28.0
25.0
23.0
21.0
22.0
22.0
22.0
22.0
21.0
22.0
21.0
21.0
21.0
22.0
22.0
24.0
25.0
25.0
23.0
19.0
20.0
20.0
21.0
23.0
21.0
21.0
22.0
23.0
20.0
21.0
21.0
21.0
21.0
17.0
21.0
23.0
23.0
22.0
18.0
20.0
23.0
20.0
21.0
22.0
19.0
22.0
19.0
21.0
20.0
20.0
19.0
19.0
22.0
24.0
20.0
17.0
18.0
21.0
25.0
21.0
18.0
21.0
22.0
22.0
22.0
21.0
19.0
23.0
20.0
20.0
19.0
21.0
21.0
18.0
21.0
22.0
22.0
22.0
25.0
26.0
26.0
22.0
23.0
23.0
23.0
21.0
20.0
20.0
19.0
22.0
21.0
27.0
29.0
19.0
19.0
20.0
24.0
26.0
18.0
22.0
24.0
24.0
23.0
22.0
22.0
22.0
20.0
22.0
18.0
20.0
18.0
18.0
19.0
24.0
20.0
25.0
21.0
21.0
24.0
18.0
23.0
23.0
23.0
22.0
21.0
22.0
22.0
22.0
21.0
19.0
18.0
22.0
24.0
24.0
22.0
17.0
23.0
24.0
17.0
18.0
18.0
22.0
25.0
22.0
22.0
23.0
20.0
21.0
26.0
28.0
29.0
17.0
19.0
25.0
26.0
28.0
21.0
21.0
23.0
23.0
25.0
23.0
22.0
23.0
22.0
23.0
22.0
23.0
20.0
21.0
21.0
24.0
21.0
25.0
23.0
24.0
26.0
26.0
17.0
20.0
21.0
23.0
24.0
22.0
22.0
22.0
21.0
19.0
33.0
21.0
21.0
21.0
22.0
22.0
39.0
19.0
20.0
21.0
21.0
22.0
24.0
21.0
20.0
20.0
21.0
23.0
38.0
20.0
18.0
19.0
21.0
25.0
19.0
20.0
20.0
19.0
20.0
20.0
19.0
23.0
21.0
21.0
22.0
20.0
37.0
20.0
20.0
20.0
20.0
25.0
23.0
21.0
20.0
19.0
20.0
22.0
20.0
19.0
19.0
19.0
19.0
19.0
20.0
21.0
22.0
23.0
22.0
22.0
36.0
19.0
19.0
21.0
21.0
23.0
26.0
18.0
19.0
19.0
19.0
25.0
21.0
23.0
22.0
23.0
28.0
18.0
21.0
18.0
18.0
20.0
18.0
21.0
21.0
21.0
21.0
23.0
23.0
23.0
27.0
19.0
21.0
20.0
20.0
23.0
25.0
24.0
20.0
19.0
19.0
23.0
23.0
22.0
17.0
18.0
19.0
25.0
20.0
19.0
19.0
20.0
20.0
21.0
22.0
22.0
22.0
21.0
22.0
22.0
28.0
19.0
19.0
19.0
20.0
29.0
18.0
20.0
19.0
20.0
22.0
34.0
27.0
35.0
21.0
23.0
34.0
28.0
31.0
19.0
18.0
19.0
22.0
25.0
19.0
22.0
21.0
22.0
22.0
22.0
23.0
24.0
25.0
19.0
21.0
21.0
19.0
19.0
19.0
20.0
23.0
19.0
18.0
19.0
20.0
20.0
25.0
31.0
24.0
29.0
22.0
26.0
28.0
27.0
23.0
22.0
21.0
22.0
21.0
22.0
23.0
25.0
25.0
23.0
24.0
25.0
19.0
19.0
18.0
19.0
24.0
21.0
18.0
17.0
19.0
21.0
21.0
27.0
27.0
26.0
26.0
21.0
22.0
24.0
24.0
22.0
22.0
22.0
22.0
22.0
23.0
20.0
20.0
21.0
20.0
23.0
18.0
19.0
20.0
20.0
20.0
22.0
18.0
19.0
20.0
20.0
22.0
18.0
22.0
22.0
22.0
28.0
19.0
21.0
17.0
22.0
22.0
21.0
23.0
23.0
22.0
22.0
18.0
20.0
21.0
18.0
19.0
20.0
20.0
20.0
23.0
20.0
23.0
22.0
24.0
26.0
22.0
28.0
21.0
22.0
23.0
24.0
29.0
24.0
25.0
21.0
22.0
19.0
22.0
22.0
19.0
21.0
21.0
20.0
25.0
19.0
19.0
19.0
18.0
20.0
19.0
17.0
17.0
19.0
19.0
19.0
20.0
21.0
19.0
23.0
20.0
20.0
18.0
19.0
21.0
21.0
21.0
22.0
22.0
23.0
20.0
32.0
33.0
30.0
28.0
21.0
28.0
19.0
20.0
20.0
19.0
23.0
27.0
25.0
25.0
26.0
30.0
29.0
25.0
26.0
26.0
30.0
29.0
29.0
28.0
22.0
22.0
21.0
22.0
21.0
21.0
18.0
18.0
19.0
17.0
20.0
26.0
18.0
19.0
19.0
20.0
25.0
22.0
22.0
24.0
26.0
25.0
21.0
21.0
24.0
23.0
23.0
22.0
23.0
25.0
22.0
21.0
22.0
22.0
22.0
24.0
21.0
22.0
19.0
19.0
20.0
24.0
18.0
18.0
19.0
20.0
23.0
20.0
25.0
26.0
27.0
26.0
18.0
22.0
25.0
26.0
27.0
21.0
24.0
23.0
21.0
21.0
