num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
100,13.83,14.66,14.13,13.91,14.39,13.97,14.71,14.19,13.22,12.85,13.88,13.40,12.73,13.28,14.19,12.44,14.50,13.48,14.89,13.85,14.74,14.85,14.59,12.74,12.30
