CPU,%usr
all,31.58
0,31.93
1,31.22
2,31.64
3,31.82
4,31.36
5,31.46
6,30.69
7,31.85
8,31.70
9,31.39
10,31.70
11,31.76
12,31.02
13,32.27
14,31.63
15,31.92
16,32.10
17,31.45
18,31.82
19,31.45
20,31.64
21,31.99
22,31.20
23,30.90
