CPU,%usr
all,20.25
0,20.78
1,21.01
2,20.59
3,20.97
4,19.83
5,21.20
6,19.60
7,19.32
8,20.14
9,20.14
10,20.36
11,20.95
12,20.06
13,20.33
14,20.69
15,20.37
16,20.15
17,19.99
18,19.88
19,19.52
20,20.44
21,20.49
22,19.13
23,20.05
