CPU,%usr
all,13.29
0,13.48
1,12.59
2,12.65
3,13.75
4,12.89
5,13.51
6,13.15
7,13.93
8,12.98
9,12.98
10,13.62
11,13.02
12,12.42
13,13.47
14,13.23
15,13.96
16,13.73
17,12.90
18,13.68
19,13.03
20,13.58
21,13.43
22,13.14
23,13.71
