Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   25.93    0.00    9.50    0.20    0.00    1.10    0.00    0.00    0.00   63.27
Average:       0   25.66    0.00    9.66    0.09    0.00    1.13    0.00    0.00    0.00   63.47
Average:       1   25.95    0.00    9.62    0.18    0.00    0.89    0.00    0.00    0.00   63.36
Average:       2   25.46    0.00    9.53    0.06    0.00    0.80    0.00    0.00    0.00   64.15
Average:       3   26.38    0.00    9.51    0.06    0.00    0.86    0.00    0.00    0.00   63.19
Average:       4   25.50    0.00    9.51    0.00    0.00    1.37    0.00    0.00    0.00   63.63
Average:       5   26.54    0.00    9.29    0.00    0.00    0.83    0.00    0.00    0.00   63.33
Average:       6   25.82    0.00    9.03    0.06    0.00    1.55    0.00    0.00    0.00   63.54
Average:       7   25.46    0.00    9.43    0.12    0.00    1.01    0.00    0.00    0.00   63.98
Average:       8   26.39    0.00    9.32    0.00    0.00    0.89    0.00    0.00    0.00   63.39
Average:       9   24.99    0.00   10.04    0.00    0.00    1.55    0.00    0.00    0.00   63.42
Average:      10   26.77    0.00    9.73    0.00    0.00    0.89    0.00    0.00    0.00   62.61
Average:      11   25.77    0.00    9.09    0.00    0.00    1.04    0.00    0.00    0.00   64.10
Average:      12   25.99    0.00    9.15    0.00    0.00    1.84    0.00    0.00    0.00   63.03
Average:      13   27.39    0.00    9.78    3.41    0.00    0.74    0.00    0.00    0.00   58.67
Average:      14   26.27    0.00    9.54    0.36    0.00    0.89    0.00    0.00    0.00   62.94
Average:      15   25.85    0.00   10.04    0.21    0.00    0.86    0.00    0.00    0.00   63.03
Average:      16   25.98    0.00    9.61    0.00    0.00    0.65    0.00    0.00    0.00   63.75
Average:      17   26.21    0.00    8.81    0.15    0.00    1.40    0.00    0.00    0.00   63.43
Average:      18   25.87    0.00    9.90    0.00    0.00    0.80    0.00    0.00    0.00   63.43
Average:      19   25.69    0.00    9.16    0.00    0.00    1.66    0.00    0.00    0.00   63.50
Average:      20   26.23    0.00    9.28    0.03    0.00    0.92    0.00    0.00    0.00   63.54
Average:      21   25.89    0.00    9.78    0.00    0.00    0.86    0.00    0.00    0.00   63.47
Average:      22   25.16    0.00    9.69    0.00    0.00    1.63    0.00    0.00    0.00   63.53
Average:      23   25.10    0.00    9.49    0.00    0.00    1.46    0.00    0.00    0.00   63.95
