CPU,%usr
all,1.60
0,1.86
1,1.42
2,1.12
3,1.88
4,1.17
5,2.34
6,0.88
7,0.92
8,0.33
9,1.46
10,0.96
11,1.25
12,1.46
13,2.25
14,1.50
15,2.55
16,2.50
17,2.46
18,1.55
19,1.46
20,2.54
21,0.96
22,1.62
23,1.87
