num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.60,1.86,1.42,1.12,1.88,1.17,2.34,0.88,0.92,0.33,1.46,0.96,1.25,1.46,2.25,1.50,2.55,2.50,2.46,1.55,1.46,2.54,0.96,1.62,1.87
30,2.16,2.60,1.62,2.21,2.83,2.88,1.58,2.33,2.54,3.21,1.54,1.42,1.55,1.84,1.92,1.38,2.05,4.17,2.34,2.50,1.46,2.92,1.42,2.17,1.42
