Responsetime
24.0
23.0
23.0
24.0
23.0
22.0
23.0
23.0
21.0
21.0
22.0
22.0
23.0
22.0
23.0
22.0
20.0
21.0
21.0
22.0
21.0
21.0
21.0
22.0
23.0
22.0
24.0
22.0
21.0
20.0
21.0
22.0
19.0
20.0
19.0
21.0
21.0
22.0
21.0
22.0
23.0
23.0
23.0
22.0
20.0
20.0
20.0
21.0
21.0
21.0
21.0
22.0
19.0
20.0
21.0
21.0
21.0
21.0
22.0
21.0
22.0
22.0
23.0
23.0
20.0
19.0
21.0
22.0
20.0
20.0
21.0
21.0
19.0
19.0
19.0
20.0
21.0
22.0
21.0
21.0
22.0
22.0
22.0
22.0
19.0
20.0
21.0
22.0
20.0
21.0
22.0
23.0
20.0
22.0
22.0
22.0
21.0
21.0
22.0
22.0
23.0
23.0
22.0
23.0
21.0
21.0
20.0
21.0
20.0
20.0
21.0
21.0
21.0
23.0
18.0
19.0
21.0
22.0
22.0
22.0
22.0
22.0
22.0
22.0
21.0
21.0
22.0
22.0
20.0
20.0
20.0
20.0
22.0
24.0
23.0
21.0
20.0
22.0
21.0
22.0
22.0
23.0
22.0
22.0
21.0
20.0
21.0
21.0
20.0
19.0
19.0
21.0
21.0
18.0
18.0
24.0
21.0
20.0
21.0
22.0
22.0
23.0
22.0
21.0
21.0
21.0
21.0
21.0
19.0
19.0
21.0
21.0
20.0
21.0
21.0
21.0
21.0
21.0
22.0
22.0
22.0
22.0
22.0
22.0
20.0
21.0
21.0
21.0
20.0
20.0
21.0
21.0
22.0
20.0
32.0
27.0
22.0
22.0
21.0
22.0
22.0
19.0
22.0
23.0
21.0
21.0
21.0
22.0
20.0
21.0
20.0
21.0
21.0
19.0
20.0
21.0
22.0
22.0
20.0
22.0
23.0
22.0
22.0
22.0
21.0
22.0
20.0
22.0
22.0
19.0
20.0
20.0
21.0
21.0
18.0
22.0
20.0
21.0
21.0
22.0
22.0
19.0
22.0
22.0
19.0
20.0
21.0
21.0
21.0
20.0
18.0
19.0
19.0
19.0
21.0
18.0
20.0
19.0
21.0
21.0
23.0
22.0
22.0
23.0
19.0
19.0
21.0
19.0
21.0
19.0
18.0
20.0
19.0
19.0
19.0
20.0
21.0
21.0
21.0
21.0
22.0
22.0
23.0
23.0
24.0
42.0
42.0
42.0
43.0
33.0
48.0
42.0
43.0
42.0
34.0
48.0
20.0
20.0
20.0
22.0
21.0
22.0
22.0
23.0
23.0
27.0
26.0
26.0
28.0
29.0
27.0
29.0
28.0
30.0
30.0
29.0
19.0
20.0
20.0
21.0
22.0
21.0
22.0
23.0
24.0
19.0
20.0
21.0
20.0
23.0
19.0
19.0
20.0
21.0
21.0
22.0
20.0
20.0
20.0
20.0
21.0
22.0
22.0
23.0
23.0
27.0
