Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    7.28    0.00    2.50    0.02    0.00    0.35    0.00    0.00    0.00   89.85
Average:       0    7.17    0.00    2.45    0.00    0.00    0.44    0.00    0.00    0.00   89.94
Average:       1    7.76    0.00    2.21    0.00    0.00    0.41    0.00    0.00    0.00   89.62
Average:       2    7.05    0.00    2.57    0.00    0.00    0.27    0.00    0.00    0.00   90.12
Average:       3    7.18    0.00    2.48    0.00    0.00    0.30    0.00    0.00    0.00   90.05
Average:       4    7.31    0.00    2.31    0.00    0.00    0.47    0.00    0.00    0.00   89.91
Average:       5    7.00    0.00    2.43    0.00    0.00    0.21    0.00    0.00    0.00   90.36
Average:       6    7.34    0.00    2.36    0.00    0.00    0.50    0.00    0.00    0.00   89.80
Average:       7    7.88    0.00    2.36    0.00    0.00    0.30    0.00    0.00    0.00   89.47
Average:       8    7.00    0.00    2.69    0.00    0.00    0.24    0.00    0.00    0.00   90.07
Average:       9    7.10    0.00    2.54    0.00    0.00    0.50    0.00    0.00    0.00   89.86
Average:      10    7.01    0.00    2.40    0.00    0.00    0.44    0.00    0.00    0.00   90.15
Average:      11    6.98    0.00    2.55    0.06    0.00    0.27    0.00    0.00    0.00   90.15
Average:      12    7.09    0.00    2.69    0.00    0.00    0.41    0.00    0.00    0.00   89.81
Average:      13    7.02    0.00    2.57    0.35    0.00    0.30    0.00    0.00    0.00   89.76
Average:      14    7.75    0.00    2.40    0.09    0.00    0.21    0.00    0.00    0.00   89.56
Average:      15    6.98    0.00    2.60    0.00    0.00    0.27    0.00    0.00    0.00   90.15
Average:      16    7.12    0.00    2.51    0.00    0.00    0.18    0.00    0.00    0.00   90.19
Average:      17    9.50    0.00    2.67    0.00    0.00    0.50    0.00    0.00    0.00   87.33
Average:      18    7.13    0.00    2.58    0.00    0.00    0.12    0.00    0.00    0.00   90.17
Average:      19    7.21    0.00    2.53    0.00    0.00    0.38    0.00    0.00    0.00   89.87
Average:      20    6.75    0.00    2.58    0.00    0.00    0.24    0.00    0.00    0.00   90.44
Average:      21    7.00    0.00    2.45    0.00    0.00    0.30    0.00    0.00    0.00   90.26
Average:      22    7.04    0.00    2.56    0.00    0.00    0.59    0.00    0.00    0.00   89.81
Average:      23    7.22    0.00    2.58    0.00    0.00    0.44    0.00    0.00    0.00   89.76
