CPU,%usr
all,27.69
0,27.94
1,27.86
2,28.56
3,28.58
4,26.69
5,27.65
6,26.42
7,28.09
8,27.94
9,26.83
10,27.38
11,28.90
12,26.25
13,28.03
14,28.93
15,27.72
16,28.73
17,26.56
18,28.19
19,27.90
20,28.19
21,27.96
22,26.20
23,26.96
