CPU,%usr
all,7.28
0,7.17
1,7.76
2,7.05
3,7.18
4,7.31
5,7.00
6,7.34
7,7.88
8,7.00
9,7.10
10,7.01
11,6.98
12,7.09
13,7.02
14,7.75
15,6.98
16,7.12
17,9.50
18,7.13
19,7.21
20,6.75
21,7.00
22,7.04
23,7.22
