CPU,%usr
all,23.16
0,23.38
1,23.75
2,23.35
3,23.37
4,23.14
5,23.16
6,22.41
7,23.64
8,23.62
9,22.90
10,23.48
11,23.00
12,21.97
13,23.72
14,22.70
15,23.81
16,22.97
17,22.79
18,23.60
19,22.94
20,23.24
21,23.11
22,22.34
23,23.52
