Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    8.23    0.00    2.87    0.24    0.00    0.37    0.00    0.00    0.00   88.29
Average:       0    7.87    0.00    3.13    0.00    0.00    0.62    0.00    0.00    0.00   88.38
Average:       1    8.32    0.00    2.61    0.06    0.00    0.30    0.00    0.00    0.00   88.72
Average:       2    8.14    0.00    3.17    0.00    0.00    0.33    0.00    0.00    0.00   88.37
Average:       3    9.67    0.00    2.78    0.00    0.00    0.33    0.00    0.00    0.00   87.23
Average:       4    8.44    0.00    2.72    0.00    0.00    0.44    0.00    0.00    0.00   88.40
Average:       5    8.44    0.00    2.86    0.00    0.00    0.32    0.00    0.00    0.00   88.37
Average:       6    7.63    0.00    2.84    0.00    0.00    0.59    0.00    0.00    0.00   88.94
Average:       7    7.51    0.00    3.02    0.00    0.00    0.27    0.00    0.00    0.00   89.21
Average:       8    8.25    0.00    2.90    0.00    0.00    0.27    0.00    0.00    0.00   88.58
Average:       9    8.11    0.00    3.16    0.09    0.00    0.56    0.00    0.00    0.00   88.08
Average:      10    7.95    0.00    2.87    0.00    0.00    0.35    0.00    0.00    0.00   88.83
Average:      11    8.05    0.00    2.61    0.00    0.00    0.27    0.00    0.00    0.00   89.08
Average:      12    8.22    0.00    3.08    0.00    0.00    0.44    0.00    0.00    0.00   88.26
Average:      13    8.32    0.00    2.75    4.00    0.00    0.36    0.00    0.00    0.00   84.58
Average:      14    8.62    0.00    2.86    1.15    0.00    0.32    0.00    0.00    0.00   87.04
Average:      15    8.87    0.00    2.77    0.00    0.00    0.29    0.00    0.00    0.00   88.06
Average:      16    7.88    0.00    3.01    0.21    0.00    0.21    0.00    0.00    0.00   88.70
Average:      17    8.44    0.00    2.85    0.12    0.00    0.53    0.00    0.00    0.00   88.06
Average:      18    8.70    0.00    2.58    0.03    0.00    0.24    0.00    0.00    0.00   88.45
Average:      19    7.96    0.00    2.99    0.03    0.00    0.38    0.00    0.00    0.00   88.64
Average:      20    8.19    0.00    2.63    0.03    0.00    0.24    0.00    0.00    0.00   88.91
Average:      21    7.75    0.00    2.81    0.12    0.00    0.35    0.00    0.00    0.00   88.97
Average:      22    8.16    0.00    2.57    0.00    0.00    0.47    0.00    0.00    0.00   88.79
Average:      23    8.01    0.00    3.19    0.00    0.00    0.47    0.00    0.00    0.00   88.32
