CPU,%usr
all,6.76
0,6.26
1,6.44
2,5.23
3,7.84
4,6.67
5,5.94
6,7.40
7,7.16
8,4.97
9,6.53
10,6.36
11,6.90
12,5.76
13,8.23
14,9.40
15,6.20
16,9.40
17,9.30
18,7.31
19,5.98
20,8.23
21,4.84
22,4.52
23,5.26
