CPU,%usr
all,12.33
0,11.42
1,9.88
2,12.45
3,10.68
4,10.76
5,14.44
6,12.60
7,9.89
8,13.87
9,12.12
10,13.68
11,15.02
12,10.44
13,12.99
14,13.82
15,12.97
16,14.11
17,10.14
18,12.64
19,13.31
20,10.96
21,14.42
22,11.18
23,12.32
