CPU,%usr
all,18.16
0,19.64
1,20.64
2,18.05
3,16.45
4,11.81
5,23.09
6,16.74
7,20.21
8,19.46
9,16.96
10,19.32
11,20.19
12,11.02
13,15.67
14,15.58
15,22.70
16,22.82
17,14.04
18,21.77
19,16.69
20,15.35
21,21.82
22,18.24
23,17.56
