Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   18.16    0.00    6.08    0.06    0.00    1.50    0.00    0.00    0.00   74.20
Average:       0   19.64    0.00    5.65    0.00    0.00    4.31    0.00    0.00    0.00   70.40
Average:       1   20.64    0.00    6.15    0.00    0.00    2.75    0.00    0.00    0.00   70.46
Average:       2   18.05    0.00    7.24    0.00    0.00    2.38    0.00    0.00    0.00   72.33
Average:       3   16.45    0.00    5.43    0.00    0.00    2.22    0.00    0.00    0.00   75.90
Average:       4   11.81    0.00    5.53    0.00    0.00    2.31    0.00    0.00    0.00   80.35
Average:       5   23.09    0.00    5.98    0.06    0.00    1.65    0.00    0.00    0.00   69.22
Average:       6   16.74    0.00    5.84    0.00    0.00    1.97    0.00    0.00    0.00   75.46
Average:       7   20.21    0.00    6.41    0.00    0.00    1.32    0.00    0.00    0.00   72.05
Average:       8   19.46    0.00    6.22    0.00    0.00    1.24    0.00    0.00    0.00   73.08
Average:       9   16.96    0.00    5.14    0.00    0.00    1.80    0.00    0.00    0.00   76.10
Average:      10   19.32    0.00    6.95    0.00    0.00    0.89    0.00    0.00    0.00   72.84
Average:      11   20.19    0.00    6.32    0.00    0.00    1.18    0.00    0.00    0.00   72.31
Average:      12   11.02    0.00    5.05    0.00    0.00    1.24    0.00    0.00    0.00   82.68
Average:      13   15.67    0.00    5.75    0.18    0.00    0.89    0.00    0.00    0.00   77.52
Average:      14   15.58    0.00    7.38    0.18    0.00    0.89    0.00    0.00    0.00   75.97
Average:      15   22.70    0.00    7.10    0.74    0.00    0.74    0.00    0.00    0.00   68.72
Average:      16   22.82    0.00    6.50    0.12    0.00    0.74    0.00    0.00    0.00   69.83
Average:      17   14.04    0.00    5.03    0.09    0.00    1.24    0.00    0.00    0.00   79.60
Average:      18   21.77    0.00    6.38    0.00    0.00    0.86    0.00    0.00    0.00   70.99
Average:      19   16.69    0.00    5.41    0.00    0.00    1.21    0.00    0.00    0.00   76.69
Average:      20   15.35    0.00    7.17    0.12    0.00    0.80    0.00    0.00    0.00   76.56
Average:      21   21.82    0.00    5.74    0.03    0.00    0.74    0.00    0.00    0.00   71.67
Average:      22   18.24    0.00    5.35    0.00    0.00    1.09    0.00    0.00    0.00   75.32
Average:      23   17.56    0.00    6.27    0.00    0.00    1.35    0.00    0.00    0.00   74.82
