Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    6.76    0.00    2.34    0.04    0.00    0.57    0.00    0.00    0.00   90.30
Average:       0    6.26    0.00    2.25    0.00    0.00    2.48    0.00    0.00    0.00   89.01
Average:       1    6.44    0.00    2.30    0.00    0.00    1.37    0.00    0.00    0.00   89.90
Average:       2    5.23    0.00    2.91    0.06    0.00    0.71    0.00    0.00    0.00   91.09
Average:       3    7.84    0.00    2.35    0.09    0.00    0.59    0.00    0.00    0.00   89.14
Average:       4    6.67    0.00    1.82    0.00    0.00    0.91    0.00    0.00    0.00   90.60
Average:       5    5.94    0.00    1.83    0.00    0.00    0.59    0.00    0.00    0.00   91.63
Average:       6    7.40    0.00    1.83    0.00    0.00    0.65    0.00    0.00    0.00   90.13
Average:       7    7.16    0.00    2.33    0.00    0.00    0.47    0.00    0.00    0.00   90.04
Average:       8    4.97    0.00    2.97    0.00    0.00    0.29    0.00    0.00    0.00   91.76
Average:       9    6.53    0.00    1.91    0.00    0.00    0.71    0.00    0.00    0.00   90.85
Average:      10    6.36    0.00    2.69    0.00    0.00    0.35    0.00    0.00    0.00   90.60
Average:      11    6.90    0.00    2.42    0.00    0.00    0.44    0.00    0.00    0.00   90.24
Average:      12    5.76    0.00    2.30    0.00    0.00    0.53    0.00    0.00    0.00   91.41
Average:      13    8.23    0.00    2.33    0.41    0.00    0.32    0.00    0.00    0.00   88.71
Average:      14    9.40    0.00    2.30    0.09    0.00    0.38    0.00    0.00    0.00   87.84
Average:      15    6.20    0.00    2.51    0.00    0.00    0.27    0.00    0.00    0.00   91.03
Average:      16    9.40    0.00    2.06    0.09    0.00    0.35    0.00    0.00    0.00   88.10
Average:      17    9.30    0.00    2.30    0.03    0.00    0.50    0.00    0.00    0.00   87.87
Average:      18    7.31    0.00    2.69    0.00    0.00    0.27    0.00    0.00    0.00   89.73
Average:      19    5.98    0.00    2.33    0.00    0.00    0.44    0.00    0.00    0.00   91.25
Average:      20    8.23    0.00    2.95    0.06    0.00    0.21    0.00    0.00    0.00   88.56
Average:      21    4.84    0.00    2.51    0.00    0.00    0.21    0.00    0.00    0.00   92.45
Average:      22    4.52    0.00    1.89    0.00    0.00    0.44    0.00    0.00    0.00   93.15
Average:      23    5.26    0.00    2.19    0.00    0.00    0.27    0.00    0.00    0.00   92.29
