CPU,%usr
all,4.39
0,5.67
1,5.24
2,3.63
3,4.61
4,4.33
5,3.73
6,4.97
7,4.54
8,4.19
9,3.66
10,4.19
11,4.71
12,3.63
13,5.48
14,5.65
15,5.41
16,3.63
17,4.76
18,4.15
19,2.63
20,3.80
21,5.68
22,4.16
23,2.89
