CPU,%usr
all,5.60
0,5.15
1,4.56
2,8.22
3,5.87
4,5.02
5,5.32
6,5.01
7,4.44
8,4.15
9,5.11
10,7.23
11,4.24
12,5.03
13,6.83
14,5.00
15,5.70
16,8.47
17,5.73
18,7.22
19,6.55
20,3.69
21,6.51
22,4.72
23,4.59
