Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    4.39    0.00    1.55    0.33    0.00    0.39    0.00    0.00    0.00   93.34
Average:       0    5.67    0.00    1.16    0.03    0.00    2.20    0.00    0.00    0.00   90.95
Average:       1    5.24    0.00    1.08    0.00    0.00    1.08    0.00    0.00    0.00   92.59
Average:       2    3.63    0.00    1.46    0.00    0.00    0.73    0.00    0.00    0.00   94.17
Average:       3    4.61    0.00    1.12    0.00    0.00    0.68    0.00    0.00    0.00   93.60
Average:       4    4.33    0.00    1.53    0.00    0.00    0.32    0.00    0.00    0.00   93.81
Average:       5    3.73    0.00    1.82    0.00    0.00    0.38    0.00    0.00    0.00   94.06
Average:       6    4.97    0.00    1.56    0.00    0.00    0.32    0.00    0.00    0.00   93.15
Average:       7    4.54    0.00    1.89    0.00    0.00    0.21    0.00    0.00    0.00   93.37
Average:       8    4.19    0.00    1.74    0.03    0.00    0.21    0.00    0.00    0.00   93.84
Average:       9    3.66    0.00    1.15    0.00    0.00    0.35    0.00    0.00    0.00   94.84
Average:      10    4.19    0.00    1.68    0.03    0.00    0.12    0.00    0.00    0.00   93.98
Average:      11    4.71    0.00    1.83    0.06    0.00    0.24    0.00    0.00    0.00   93.17
Average:      12    3.63    0.00    1.39    0.00    0.00    0.27    0.00    0.00    0.00   94.72
Average:      13    5.48    0.00    1.33    5.95    0.00    0.24    0.00    0.00    0.00   87.00
Average:      14    5.65    0.00    1.71    0.79    0.00    0.21    0.00    0.00    0.00   91.64
Average:      15    5.41    0.00    2.12    0.03    0.00    0.18    0.00    0.00    0.00   92.26
Average:      16    3.63    0.00    1.86    0.32    0.00    0.12    0.00    0.00    0.00   94.07
Average:      17    4.76    0.00    1.62    0.68    0.00    0.27    0.00    0.00    0.00   92.67
Average:      18    4.15    0.00    1.71    0.00    0.00    0.21    0.00    0.00    0.00   93.93
Average:      19    2.63    0.00    1.39    0.00    0.00    0.24    0.00    0.00    0.00   95.75
Average:      20    3.80    0.00    1.71    0.00    0.00    0.18    0.00    0.00    0.00   94.31
Average:      21    5.68    0.00    1.56    0.00    0.00    0.21    0.00    0.00    0.00   92.55
Average:      22    4.16    0.00    1.21    0.00    0.00    0.30    0.00    0.00    0.00   94.33
Average:      23    2.89    0.00    1.50    0.00    0.00    0.24    0.00    0.00    0.00   95.37
