CPU,%usr
all,1.62
0,1.40
1,1.44
2,1.82
3,0.80
4,1.65
5,1.83
6,1.94
7,1.53
8,1.47
9,1.74
10,1.94
11,1.06
12,2.33
13,2.36
14,2.15
15,1.97
16,1.56
17,2.53
18,1.00
19,1.65
20,1.03
21,1.83
22,0.77
23,0.97
