Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    5.60    0.00    1.92    0.27    0.00    0.47    0.00    0.00    0.00   91.74
Average:       0    5.15    0.00    1.88    0.09    0.00    2.00    0.00    0.00    0.00   90.88
Average:       1    4.56    0.00    1.81    0.20    0.00    1.08    0.00    0.00    0.00   92.35
Average:       2    8.22    0.00    1.79    0.00    0.00    0.65    0.00    0.00    0.00   89.34
Average:       3    5.87    0.00    2.17    0.21    0.00    0.53    0.00    0.00    0.00   91.22
Average:       4    5.02    0.00    1.47    0.00    0.00    0.73    0.00    0.00    0.00   92.78
Average:       5    5.32    0.00    1.88    0.12    0.00    0.53    0.00    0.00    0.00   92.15
Average:       6    5.01    0.00    1.53    0.00    0.00    0.50    0.00    0.00    0.00   92.96
Average:       7    4.44    0.00    2.32    0.00    0.00    0.41    0.00    0.00    0.00   92.82
Average:       8    4.15    0.00    2.24    0.00    0.00    0.38    0.00    0.00    0.00   93.22
Average:       9    5.11    0.00    1.60    0.00    0.00    0.38    0.00    0.00    0.00   92.91
Average:      10    7.23    0.00    1.77    0.00    0.00    0.15    0.00    0.00    0.00   90.86
Average:      11    4.24    0.00    2.18    0.00    0.00    0.27    0.00    0.00    0.00   93.31
Average:      12    5.03    0.00    1.65    0.03    0.00    0.59    0.00    0.00    0.00   92.70
Average:      13    6.83    0.00    2.21    4.09    0.00    0.35    0.00    0.00    0.00   86.52
Average:      14    5.00    0.00    1.88    1.26    0.00    0.26    0.00    0.00    0.00   91.60
Average:      15    5.70    0.00    2.07    0.06    0.00    0.18    0.00    0.00    0.00   92.00
Average:      16    8.47    0.00    1.71    0.03    0.00    0.27    0.00    0.00    0.00   89.52
Average:      17    5.73    0.00    2.09    0.00    0.00    0.41    0.00    0.00    0.00   91.77
Average:      18    7.22    0.00    1.92    0.32    0.00    0.24    0.00    0.00    0.00   90.30
Average:      19    6.55    0.00    1.48    0.09    0.00    0.30    0.00    0.00    0.00   91.59
Average:      20    3.69    0.00    2.66    0.00    0.00    0.15    0.00    0.00    0.00   93.50
Average:      21    6.51    0.00    2.00    0.00    0.00    0.15    0.00    0.00    0.00   91.34
Average:      22    4.72    0.00    1.62    0.00    0.00    0.35    0.00    0.00    0.00   93.30
Average:      23    4.59    0.00    2.15    0.03    0.00    0.29    0.00    0.00    0.00   92.93
