CPU,%usr
all,1.60
0,1.29
1,2.53
2,1.21
3,0.88
4,1.59
5,1.79
6,1.74
7,1.42
8,0.54
9,1.88
10,1.29
11,1.92
12,1.13
13,2.21
14,1.50
15,1.75
16,2.08
17,1.34
18,1.17
19,1.66
20,1.29
21,2.71
22,1.30
23,2.13
