Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.60    0.00    0.57    0.02    0.00    0.15    0.00    0.00    0.00   97.66
Average:       0    1.29    0.00    0.58    0.00    0.00    0.66    0.00    0.00    0.00   97.47
Average:       1    2.53    0.00    0.25    0.00    0.00    0.58    0.00    0.00    0.00   96.64
Average:       2    1.21    0.00    0.46    0.00    0.00    0.42    0.00    0.00    0.00   97.92
Average:       3    0.88    0.00    0.58    0.00    0.00    0.17    0.00    0.00    0.00   98.37
Average:       4    1.59    0.00    0.63    0.00    0.00    0.08    0.00    0.00    0.00   97.70
Average:       5    1.79    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   97.37
Average:       6    1.74    0.00    0.71    0.00    0.00    0.12    0.00    0.00    0.00   97.42
Average:       7    1.42    0.00    0.62    0.00    0.00    0.12    0.00    0.00    0.00   97.83
Average:       8    0.54    0.00    0.75    0.00    0.00    0.04    0.00    0.00    0.00   98.66
Average:       9    1.88    0.00    0.46    0.00    0.00    0.13    0.00    0.00    0.00   97.54
Average:      10    1.29    0.00    0.42    0.00    0.00    0.13    0.00    0.00    0.00   98.16
Average:      11    1.92    0.00    0.42    0.00    0.00    0.08    0.00    0.00    0.00   97.58
Average:      12    1.13    0.00    0.67    0.00    0.00    0.13    0.00    0.00    0.00   98.08
Average:      13    2.21    0.00    0.54    0.42    0.00    0.04    0.00    0.00    0.00   96.79
Average:      14    1.50    0.00    0.96    0.04    0.00    0.04    0.00    0.00    0.00   97.46
Average:      15    1.75    0.00    0.58    0.00    0.00    0.04    0.00    0.00    0.00   97.62
Average:      16    2.08    0.00    0.46    0.00    0.00    0.04    0.00    0.00    0.00   97.42
Average:      17    1.34    0.00    0.42    0.00    0.00    0.13    0.00    0.00    0.00   98.12
Average:      18    1.17    0.00    0.42    0.00    0.00    0.04    0.00    0.00    0.00   98.37
Average:      19    1.66    0.00    0.42    0.00    0.00    0.08    0.00    0.00    0.00   97.84
Average:      20    1.29    0.00    0.79    0.00    0.00    0.13    0.00    0.00    0.00   97.79
Average:      21    2.71    0.00    0.79    0.00    0.00    0.04    0.00    0.00    0.00   96.45
Average:      22    1.30    0.00    0.63    0.00    0.00    0.08    0.00    0.00    0.00   97.99
Average:      23    2.13    0.00    0.29    0.00    0.00    0.13    0.00    0.00    0.00   97.45
