num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.60,1.29,2.53,1.21,0.88,1.59,1.79,1.74,1.42,0.54,1.88,1.29,1.92,1.13,2.21,1.50,1.75,2.08,1.34,1.17,1.66,1.29,2.71,1.30,2.13
30,2.34,2.18,1.91,2.83,2.42,1.42,4.05,1.25,2.22,4.51,1.38,3.00,2.71,0.96,3.30,1.80,2.08,2.63,2.89,1.75,1.84,2.01,2.71,3.22,1.09
