num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.38,0.57,1.00,1.14,1.43,0.21,0.50,0.29,0.71,1.36,3.43,1.21,3.43,2.43,0.57,1.43,0.86,1.78,1.43,2.36,2.22,0.29,2.79,1.07,0.64
30,2.38,3.47,1.71,0.86,3.92,1.79,1.72,2.00,2.07,3.36,1.00,1.57,2.87,1.72,5.00,5.02,2.07,1.43,4.15,1.15,2.14,1.29,3.72,1.79,1.43
