CPU,%usr
all,1.38
0,0.57
1,1.00
2,1.14
3,1.43
4,0.21
5,0.50
6,0.29
7,0.71
8,1.36
9,3.43
10,1.21
11,3.43
12,2.43
13,0.57
14,1.43
15,0.86
16,1.78
17,1.43
18,2.36
19,2.22
20,0.29
21,2.79
22,1.07
23,0.64
