Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.38    0.00    0.49    0.02    0.00    0.13    0.00    0.00    0.00   97.99
Average:       0    0.57    0.00    0.21    0.00    0.00    0.78    0.00    0.00    0.00   98.43
Average:       1    1.00    0.00    0.43    0.00    0.00    0.43    0.00    0.00    0.00   98.15
Average:       2    1.14    0.00    0.29    0.00    0.00    0.29    0.00    0.00    0.00   98.29
Average:       3    1.43    0.00    0.57    0.00    0.00    0.14    0.00    0.00    0.00   97.86
Average:       4    0.21    0.00    0.50    0.00    0.00    0.21    0.00    0.00    0.00   99.07
Average:       5    0.50    0.00    0.43    0.00    0.00    0.07    0.00    0.00    0.00   99.00
Average:       6    0.29    0.00    0.36    0.00    0.00    0.07    0.00    0.00    0.00   99.28
Average:       7    0.71    0.00    0.50    0.00    0.00    0.07    0.00    0.00    0.00   98.71
Average:       8    1.36    0.00    0.79    0.00    0.00    0.00    0.00    0.00    0.00   97.86
Average:       9    3.43    0.00    0.57    0.00    0.00    0.07    0.00    0.00    0.00   95.93
Average:      10    1.21    0.00    0.43    0.00    0.00    0.07    0.00    0.00    0.00   98.29
Average:      11    3.43    0.00    0.43    0.00    0.00    0.00    0.00    0.00    0.00   96.15
Average:      12    2.43    0.00    0.36    0.00    0.00    0.07    0.00    0.00    0.00   97.14
Average:      13    0.57    0.00    0.71    0.43    0.00    0.00    0.00    0.00    0.00   98.28
Average:      14    1.43    0.00    0.78    0.00    0.00    0.07    0.00    0.00    0.00   97.72
Average:      15    0.86    0.00    0.64    0.00    0.00    0.00    0.00    0.00    0.00   98.50
Average:      16    1.78    0.00    0.57    0.00    0.00    0.07    0.00    0.00    0.00   97.57
Average:      17    1.43    0.00    0.36    0.00    0.00    0.07    0.00    0.00    0.00   98.14
Average:      18    2.36    0.00    0.29    0.00    0.00    0.07    0.00    0.00    0.00   97.28
Average:      19    2.22    0.00    0.36    0.00    0.00    0.07    0.00    0.00    0.00   97.35
Average:      20    0.29    0.00    0.50    0.00    0.00    0.07    0.00    0.00    0.00   99.14
Average:      21    2.79    0.00    0.64    0.00    0.00    0.00    0.00    0.00    0.00   96.57
Average:      22    1.07    0.00    0.36    0.00    0.00    0.14    0.00    0.00    0.00   98.42
Average:      23    0.64    0.00    0.29    0.00    0.00    0.14    0.00    0.00    0.00   98.93
