num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.57,1.16,2.00,1.50,1.00,1.25,1.67,0.88,0.67,1.00,2.71,0.75,1.25,2.17,3.05,2.38,0.88,2.21,2.55,0.58,1.59,2.25,0.88,1.88,1.29
30,2.45,2.55,0.95,1.25,3.12,1.09,2.17,1.87,2.59,4.38,2.21,3.18,2.59,1.50,5.05,1.88,4.79,1.25,2.30,1.21,1.80,4.14,3.13,2.92,0.92
