Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.57    0.00    0.52    0.03    0.00    0.14    0.00    0.00    0.00   97.75
Average:       0    1.16    0.00    0.41    0.00    0.00    1.16    0.00    0.00    0.00   97.27
Average:       1    2.00    0.00    0.38    0.00    0.00    0.17    0.00    0.00    0.00   97.46
Average:       2    1.50    0.00    0.54    0.00    0.00    0.29    0.00    0.00    0.00   97.67
Average:       3    1.00    0.00    0.46    0.00    0.00    0.17    0.00    0.00    0.00   98.38
Average:       4    1.25    0.00    0.54    0.00    0.00    0.08    0.00    0.00    0.00   98.12
Average:       5    1.67    0.00    0.38    0.00    0.00    0.17    0.00    0.00    0.00   97.79
Average:       6    0.88    0.00    0.42    0.00    0.00    0.21    0.00    0.00    0.00   98.50
Average:       7    0.67    0.00    0.67    0.00    0.00    0.04    0.00    0.00    0.00   98.62
Average:       8    1.00    0.00    0.58    0.00    0.00    0.08    0.00    0.00    0.00   98.33
Average:       9    2.71    0.00    0.46    0.00    0.00    0.13    0.00    0.00    0.00   96.70
Average:      10    0.75    0.00    0.50    0.00    0.00    0.04    0.00    0.00    0.00   98.71
Average:      11    1.25    0.00    0.33    0.00    0.00    0.00    0.00    0.00    0.00   98.41
Average:      12    2.17    0.00    0.67    0.00    0.00    0.08    0.00    0.00    0.00   97.08
Average:      13    3.05    0.00    0.50    0.50    0.00    0.04    0.00    0.00    0.00   95.90
Average:      14    2.38    0.00    0.46    0.08    0.00    0.13    0.00    0.00    0.00   96.96
Average:      15    0.88    0.00    0.67    0.00    0.00    0.04    0.00    0.00    0.00   98.42
Average:      16    2.21    0.00    0.58    0.00    0.00    0.04    0.00    0.00    0.00   97.17
Average:      17    2.55    0.00    0.46    0.00    0.00    0.04    0.00    0.00    0.00   96.95
Average:      18    0.58    0.00    0.79    0.00    0.00    0.04    0.00    0.00    0.00   98.58
Average:      19    1.59    0.00    0.54    0.00    0.00    0.13    0.00    0.00    0.00   97.75
Average:      20    2.25    0.00    0.46    0.00    0.00    0.04    0.00    0.00    0.00   97.25
Average:      21    0.88    0.00    0.29    0.00    0.00    0.04    0.00    0.00    0.00   98.79
Average:      22    1.88    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   97.62
Average:      23    1.29    0.00    0.83    0.00    0.00    0.04    0.00    0.00    0.00   97.83
