Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   13.98    0.00    4.89    0.25    0.00    0.67    0.00    0.00    0.00   80.22
Average:       0   13.63    0.00    4.56    0.03    0.00    0.92    0.00    0.00    0.00   80.86
Average:       1   13.59    0.00    4.95    0.00    0.00    0.71    0.00    0.00    0.00   80.75
Average:       2   13.17    0.00    5.02    0.00    0.00    0.59    0.00    0.00    0.00   81.22
Average:       3   13.90    0.00    4.79    0.06    0.00    0.50    0.00    0.00    0.00   80.75
Average:       4   14.45    0.00    4.54    0.00    0.00    0.89    0.00    0.00    0.00   80.12
Average:       5   13.92    0.00    4.74    0.00    0.00    0.56    0.00    0.00    0.00   80.78
Average:       6   13.53    0.00    5.36    0.00    0.00    0.86    0.00    0.00    0.00   80.25
Average:       7   13.92    0.00    4.31    0.00    0.00    0.45    0.00    0.00    0.00   81.32
Average:       8   13.57    0.00    5.11    0.00    0.00    0.50    0.00    0.00    0.00   80.81
Average:       9   13.82    0.00    5.03    0.03    0.00    0.89    0.00    0.00    0.00   80.22
Average:      10   13.90    0.00    4.81    0.03    0.00    0.56    0.00    0.00    0.00   80.69
Average:      11   14.35    0.00    4.68    0.06    0.00    0.53    0.00    0.00    0.00   80.37
Average:      12   13.65    0.00    4.97    0.00    0.00    0.92    0.00    0.00    0.00   80.46
Average:      13   14.92    0.00    4.92    4.27    0.00    0.44    0.00    0.00    0.00   75.44
Average:      14   14.74    0.00    5.03    0.18    0.00    0.50    0.00    0.00    0.00   79.55
Average:      15   14.01    0.00    5.07    0.09    0.00    0.59    0.00    0.00    0.00   80.24
Average:      16   14.34    0.00    4.68    0.06    0.00    0.50    0.00    0.00    0.00   80.41
Average:      17   13.43    0.00    5.13    0.00    0.00    0.98    0.00    0.00    0.00   80.46
Average:      18   14.80    0.00    4.36    0.15    0.00    0.44    0.00    0.00    0.00   80.25
Average:      19   14.88    0.00    4.87    0.03    0.00    0.80    0.00    0.00    0.00   79.41
Average:      20   13.92    0.00    5.18    1.01    0.00    0.39    0.00    0.00    0.00   79.50
Average:      21   14.02    0.00    5.10    0.09    0.00    0.53    0.00    0.00    0.00   80.26
Average:      22   13.37    0.00    4.93    0.00    0.00    1.10    0.00    0.00    0.00   80.61
Average:      23   13.64    0.00    5.13    0.03    0.00    0.88    0.00    0.00    0.00   80.32
