Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   27.63    0.00   11.79    0.18    0.00    1.23    0.00    0.00    0.00   59.17
Average:       0   27.90    0.00   11.58    0.06    0.00    1.16    0.00    0.00    0.00   59.31
Average:       1   27.66    0.00   11.72    0.00    0.00    1.16    0.00    0.00    0.00   59.47
Average:       2   28.13    0.00   11.56    0.00    0.00    0.98    0.00    0.00    0.00   59.33
Average:       3   27.54    0.00   11.71    0.00    0.00    1.13    0.00    0.00    0.00   59.63
Average:       4   27.86    0.00   11.68    0.00    0.00    1.63    0.00    0.00    0.00   58.83
Average:       5   28.57    0.00   11.53    0.00    0.00    0.89    0.00    0.00    0.00   59.01
Average:       6   26.89    0.00   12.39    0.03    0.00    1.66    0.00    0.00    0.00   59.03
Average:       7   28.25    0.00   11.75    0.00    0.00    0.89    0.00    0.00    0.00   59.11
Average:       8   28.18    0.00   11.57    0.09    0.00    0.98    0.00    0.00    0.00   59.18
Average:       9   27.52    0.00   12.05    0.00    0.00    1.60    0.00    0.00    0.00   58.83
Average:      10   27.71    0.00   11.56    0.00    0.00    1.13    0.00    0.00    0.00   59.60
Average:      11   27.44    0.00   11.94    0.00    0.00    1.07    0.00    0.00    0.00   59.56
Average:      12   26.08    0.00   12.31    0.00    0.00    1.99    0.00    0.00    0.00   59.63
Average:      13   28.30    0.00   11.67    3.11    0.00    0.83    0.00    0.00    0.00   56.09
Average:      14   27.49    0.00   12.14    0.00    0.00    1.07    0.00    0.00    0.00   59.30
Average:      15   27.59    0.00   11.61    0.03    0.00    1.10    0.00    0.00    0.00   59.67
Average:      16   27.36    0.00   12.06    0.95    0.00    0.98    0.00    0.00    0.00   58.65
Average:      17   27.71    0.00   11.22    0.00    0.00    1.49    0.00    0.00    0.00   59.58
Average:      18   27.81    0.00   11.65    0.00    0.00    0.95    0.00    0.00    0.00   59.60
Average:      19   27.23    0.00   11.65    0.00    0.00    1.78    0.00    0.00    0.00   59.33
Average:      20   27.40    0.00   12.07    0.00    0.00    0.83    0.00    0.00    0.00   59.70
Average:      21   27.96    0.00   11.78    0.00    0.00    0.74    0.00    0.00    0.00   59.52
Average:      22   26.79    0.00   11.91    0.00    0.00    1.79    0.00    0.00    0.00   59.51
Average:      23   27.67    0.00   11.94    0.03    0.00    1.75    0.00    0.00    0.00   58.61
