CPU,%usr
all,22.56
0,22.85
1,22.57
2,23.02
3,22.69
4,22.71
5,22.52
6,22.40
7,23.23
8,22.76
9,21.94
10,22.58
11,22.61
12,21.70
13,23.00
14,22.92
15,23.38
16,23.25
17,21.66
18,23.10
19,21.93
20,22.77
21,22.73
22,21.51
23,21.62
