Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    7.17    0.00    2.56    0.05    0.00    0.40    0.00    0.00    0.00   89.83
Average:       0    7.62    0.00    2.35    0.00    0.00    0.68    0.00    0.00    0.00   89.35
Average:       1    7.09    0.00    2.79    0.00    0.00    0.44    0.00    0.00    0.00   89.68
Average:       2    7.07    0.00    2.56    0.00    0.00    0.50    0.00    0.00    0.00   89.86
Average:       3    6.50    0.00    2.69    0.00    0.00    0.38    0.00    0.00    0.00   90.43
Average:       4    7.74    0.00    2.69    0.00    0.00    0.56    0.00    0.00    0.00   89.01
Average:       5    7.14    0.00    2.66    0.00    0.00    0.35    0.00    0.00    0.00   89.85
Average:       6    6.71    0.00    2.28    0.00    0.00    0.56    0.00    0.00    0.00   90.46
Average:       7    6.79    0.00    2.31    0.00    0.00    0.24    0.00    0.00    0.00   90.67
Average:       8    7.02    0.00    2.46    0.00    0.00    0.15    0.00    0.00    0.00   90.38
Average:       9    7.09    0.00    2.54    0.00    0.00    0.62    0.00    0.00    0.00   89.75
Average:      10    7.17    0.00    2.77    0.00    0.00    0.24    0.00    0.00    0.00   89.83
Average:      11    7.44    0.00    2.45    0.00    0.00    0.32    0.00    0.00    0.00   89.78
Average:      12    6.77    0.00    2.48    0.00    0.00    0.44    0.00    0.00    0.00   90.31
Average:      13    7.63    0.00    2.68    0.82    0.00    0.21    0.00    0.00    0.00   88.66
Average:      14    7.44    0.00    2.45    0.15    0.00    0.30    0.00    0.00    0.00   89.66
Average:      15    7.54    0.00    2.56    0.00    0.00    0.32    0.00    0.00    0.00   89.57
Average:      16    6.96    0.00    2.74    0.00    0.00    0.21    0.00    0.00    0.00   90.09
Average:      17    7.11    0.00    2.54    0.00    0.00    0.56    0.00    0.00    0.00   89.79
Average:      18    7.72    0.00    2.87    0.00    0.00    0.24    0.00    0.00    0.00   89.18
Average:      19    7.56    0.00    2.24    0.03    0.00    0.56    0.00    0.00    0.00   89.61
Average:      20    7.23    0.00    2.36    0.06    0.00    0.27    0.00    0.00    0.00   90.09
Average:      21    7.20    0.00    2.63    0.00    0.00    0.30    0.00    0.00    0.00   89.88
Average:      22    6.77    0.00    2.72    0.00    0.00    0.53    0.00    0.00    0.00   89.98
Average:      23    6.74    0.00    2.54    0.00    0.00    0.56    0.00    0.00    0.00   90.16
