CPU,%usr
all,27.63
0,27.90
1,27.66
2,28.13
3,27.54
4,27.86
5,28.57
6,26.89
7,28.25
8,28.18
9,27.52
10,27.71
11,27.44
12,26.08
13,28.30
14,27.49
15,27.59
16,27.36
17,27.71
18,27.81
19,27.23
20,27.40
21,27.96
22,26.79
23,27.67
