CPU,%usr
all,13.98
0,13.63
1,13.59
2,13.17
3,13.90
4,14.45
5,13.92
6,13.53
7,13.92
8,13.57
9,13.82
10,13.90
11,14.35
12,13.65
13,14.92
14,14.74
15,14.01
16,14.34
17,13.43
18,14.80
19,14.88
20,13.92
21,14.02
22,13.37
23,13.64
