num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.67,1.53,0.87,2.13,1.88,1.92,1.71,0.75,0.88,1.46,1.33,0.58,1.59,1.25,3.75,2.38,1.42,1.09,1.71,2.50,2.24,1.59,2.25,2.21,1.04
30,2.42,0.74,1.87,3.80,3.09,3.75,1.04,1.88,4.63,3.41,1.30,2.38,1.75,2.63,1.09,2.80,3.13,3.01,2.38,1.63,2.05,1.88,3.50,1.21,3.18
