CPU,%usr
all,2.42
0,0.74
1,1.87
2,3.80
3,3.09
4,3.75
5,1.04
6,1.88
7,4.63
8,3.41
9,1.30
10,2.38
11,1.75
12,2.63
13,1.09
14,2.80
15,3.13
16,3.01
17,2.38
18,1.63
19,2.05
20,1.88
21,3.50
22,1.21
23,3.18
