Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    2.42    0.00    0.86    0.43    0.00    0.20    0.00    0.00    0.00   96.09
Average:       0    0.74    0.00    1.08    0.00    0.00    1.12    0.00    0.00    0.00   97.06
Average:       1    1.87    0.00    0.71    0.00    0.00    0.50    0.00    0.00    0.00   96.92
Average:       2    3.80    0.00    0.71    0.00    0.00    0.17    0.00    0.00    0.00   95.32
Average:       3    3.09    0.00    0.79    0.00    0.00    0.21    0.00    0.00    0.00   95.91
Average:       4    3.75    0.00    1.00    0.00    0.00    0.29    0.00    0.00    0.00   94.96
Average:       5    1.04    0.00    1.08    0.00    0.00    0.25    0.00    0.00    0.00   97.62
Average:       6    1.88    0.00    0.71    0.00    0.00    0.21    0.00    0.00    0.00   97.20
Average:       7    4.63    0.00    0.71    0.00    0.00    0.08    0.00    0.00    0.00   94.58
Average:       8    3.41    0.00    1.12    0.00    0.00    0.17    0.00    0.00    0.00   95.30
Average:       9    1.30    0.00    0.88    0.00    0.00    0.13    0.00    0.00    0.00   97.70
Average:      10    2.38    0.00    0.75    0.00    0.00    0.17    0.00    0.00    0.00   96.70
Average:      11    1.75    0.00    0.92    0.00    0.00    0.17    0.00    0.00    0.00   97.16
Average:      12    2.63    0.00    1.08    0.00    0.00    0.17    0.00    0.00    0.00   96.12
Average:      13    1.09    0.00    1.09    9.94    0.00    0.08    0.00    0.00    0.00   87.80
Average:      14    2.80    0.00    0.63    0.21    0.00    0.13    0.00    0.00    0.00   96.24
Average:      15    3.13    0.00    0.75    0.13    0.00    0.04    0.00    0.00    0.00   95.95
Average:      16    3.01    0.00    0.88    0.00    0.00    0.08    0.00    0.00    0.00   96.03
Average:      17    2.38    0.00    0.92    0.00    0.00    0.17    0.00    0.00    0.00   96.53
Average:      18    1.63    0.00    1.05    0.00    0.00    0.04    0.00    0.00    0.00   97.28
Average:      19    2.05    0.00    0.58    0.00    0.00    0.21    0.00    0.00    0.00   97.16
Average:      20    1.88    0.00    0.84    0.00    0.00    0.04    0.00    0.00    0.00   97.24
Average:      21    3.50    0.00    0.75    0.00    0.00    0.04    0.00    0.00    0.00   95.70
Average:      22    1.21    0.00    0.96    0.00    0.00    0.13    0.00    0.00    0.00   97.70
Average:      23    3.18    0.00    0.54    0.00    0.00    0.25    0.00    0.00    0.00   96.03
