CPU,%usr
all,1.52
0,1.13
1,1.99
2,1.00
3,0.86
4,1.29
5,2.00
6,4.35
7,1.64
8,2.07
9,1.50
10,1.29
11,2.08
12,0.86
13,2.94
14,1.07
15,3.58
16,1.72
17,0.43
18,1.00
19,0.65
20,1.29
21,0.79
22,0.36
23,0.71
