Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.52    0.00    0.52    0.03    0.00    0.16    0.00    0.00    0.00   97.76
Average:       0    1.13    0.00    0.71    0.00    0.00    1.27    0.00    0.00    0.00   96.89
Average:       1    1.99    0.00    0.28    0.00    0.00    0.43    0.00    0.00    0.00   97.30
Average:       2    1.00    0.00    0.79    0.00    0.00    0.21    0.00    0.00    0.00   98.00
Average:       3    0.86    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.64
Average:       4    1.29    0.00    0.79    0.00    0.00    0.00    0.00    0.00    0.00   97.92
Average:       5    2.00    0.00    1.00    0.00    0.00    0.14    0.00    0.00    0.00   96.86
Average:       6    4.35    0.00    0.57    0.00    0.00    0.07    0.00    0.00    0.00   95.00
Average:       7    1.64    0.00    0.36    0.00    0.00    0.14    0.00    0.00    0.00   97.86
Average:       8    2.07    0.00    0.21    0.00    0.00    0.29    0.00    0.00    0.00   97.43
Average:       9    1.50    0.00    0.50    0.00    0.00    0.14    0.00    0.00    0.00   97.85
Average:      10    1.29    0.00    0.72    0.00    0.00    0.00    0.00    0.00    0.00   97.99
Average:      11    2.08    0.00    0.57    0.00    0.00    0.07    0.00    0.00    0.00   97.28
Average:      12    0.86    0.00    0.57    0.00    0.00    0.14    0.00    0.00    0.00   98.43
Average:      13    2.94    0.00    0.21    0.57    0.00    0.07    0.00    0.00    0.00   96.20
Average:      14    1.07    0.00    0.36    0.00    0.00    0.14    0.00    0.00    0.00   98.43
Average:      15    3.58    0.00    0.21    0.00    0.00    0.14    0.00    0.00    0.00   96.07
Average:      16    1.72    0.00    0.29    0.00    0.00    0.14    0.00    0.00    0.00   97.85
Average:      17    0.43    0.00    0.14    0.00    0.00    0.14    0.00    0.00    0.00   99.28
Average:      18    1.00    0.00    0.43    0.00    0.00    0.14    0.00    0.00    0.00   98.43
Average:      19    0.65    0.00    0.79    0.00    0.00    0.07    0.00    0.00    0.00   98.49
Average:      20    1.29    0.00    0.29    0.00    0.00    0.00    0.00    0.00    0.00   98.43
Average:      21    0.79    0.00    0.79    0.00    0.00    0.07    0.00    0.00    0.00   98.35
Average:      22    0.36    0.00    0.79    0.00    0.00    0.00    0.00    0.00    0.00   98.85
Average:      23    0.71    0.00    0.64    0.07    0.00    0.07    0.00    0.00    0.00   98.50
