num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.52,1.13,1.99,1.00,0.86,1.29,2.00,4.35,1.64,2.07,1.50,1.29,2.08,0.86,2.94,1.07,3.58,1.72,0.43,1.00,0.65,1.29,0.79,0.36,0.71
30,2.34,2.69,2.35,2.07,2.14,1.08,3.37,1.29,1.58,1.21,2.57,3.51,1.00,0.43,4.02,2.36,3.29,4.43,1.01,2.14,2.79,1.57,2.92,3.23,3.22
