num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.83,1.32,1.16,2.46,2.08,1.05,2.25,1.46,1.50,1.29,1.38,1.58,1.96,1.76,2.74,1.25,1.50,2.38,1.25,3.01,3.21,2.75,1.51,1.17,2.00
30,2.20,1.42,1.62,3.34,3.37,1.88,0.88,2.58,2.38,2.50,1.92,1.46,2.55,2.42,2.46,2.38,1.62,2.88,2.00,1.42,2.50,3.71,2.34,1.42,1.71
