CPU,%usr
all,2.20
0,1.42
1,1.62
2,3.34
3,3.37
4,1.88
5,0.88
6,2.58
7,2.38
8,2.50
9,1.92
10,1.46
11,2.55
12,2.42
13,2.46
14,2.38
15,1.62
16,2.88
17,2.00
18,1.42
19,2.50
20,3.71
21,2.34
22,1.42
23,1.71
