Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    2.20    0.00    0.74    0.03    0.00    0.17    0.00    0.00    0.00   96.86
Average:       0    1.42    0.00    0.79    0.00    0.00    0.54    0.00    0.00    0.00   97.25
Average:       1    1.62    0.00    0.79    0.00    0.00    0.54    0.00    0.00    0.00   97.05
Average:       2    3.34    0.00    0.54    0.00    0.00    0.13    0.00    0.00    0.00   95.99
Average:       3    3.37    0.00    0.62    0.00    0.00    0.21    0.00    0.00    0.00   95.80
Average:       4    1.88    0.00    0.71    0.00    0.00    0.13    0.00    0.00    0.00   97.28
Average:       5    0.88    0.00    0.83    0.00    0.00    0.25    0.00    0.00    0.00   98.04
Average:       6    2.58    0.00    0.71    0.00    0.00    0.25    0.00    0.00    0.00   96.46
Average:       7    2.38    0.00    0.75    0.00    0.00    0.17    0.00    0.00    0.00   96.71
Average:       8    2.50    0.00    0.54    0.00    0.00    0.08    0.00    0.00    0.00   96.87
Average:       9    1.92    0.00    0.79    0.00    0.00    0.21    0.00    0.00    0.00   97.08
Average:      10    1.46    0.00    0.88    0.00    0.00    0.08    0.00    0.00    0.00   97.58
Average:      11    2.55    0.00    0.79    0.00    0.00    0.13    0.00    0.00    0.00   96.54
Average:      12    2.42    0.00    0.58    0.00    0.00    0.21    0.00    0.00    0.00   96.79
Average:      13    2.46    0.00    0.71    0.54    0.00    0.17    0.00    0.00    0.00   96.12
Average:      14    2.38    0.00    0.79    0.08    0.00    0.04    0.00    0.00    0.00   96.70
Average:      15    1.62    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   97.54
Average:      16    2.88    0.00    0.92    0.00    0.00    0.04    0.00    0.00    0.00   96.17
Average:      17    2.00    0.00    1.00    0.00    0.00    0.13    0.00    0.00    0.00   96.87
Average:      18    1.42    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   97.75
Average:      19    2.50    0.00    0.75    0.13    0.00    0.13    0.00    0.00    0.00   96.49
Average:      20    3.71    0.00    0.67    0.00    0.00    0.04    0.00    0.00    0.00   95.58
Average:      21    2.34    0.00    0.71    0.00    0.00    0.08    0.00    0.00    0.00   96.87
Average:      22    1.42    0.00    0.83    0.00    0.00    0.29    0.00    0.00    0.00   97.46
Average:      23    1.71    0.00    0.63    0.00    0.00    0.13    0.00    0.00    0.00   97.54
