CPU,%usr
all,1.84
0,0.91
1,3.08
2,1.17
3,3.08
4,1.25
5,0.71
6,2.05
7,1.67
8,1.75
9,1.21
10,1.75
11,3.79
12,2.24
13,2.84
14,1.88
15,3.46
16,1.33
17,2.30
18,1.08
19,0.63
20,2.29
21,1.50
22,1.37
23,0.75
