Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.84    0.00    0.66    0.35    0.00    0.16    0.00    0.00    0.00   96.98
Average:       0    0.91    0.00    0.70    0.04    0.00    1.48    0.00    0.00    0.00   96.87
Average:       1    3.08    0.00    0.54    0.00    0.00    0.21    0.00    0.00    0.00   96.17
Average:       2    1.17    0.00    0.54    0.00    0.00    0.37    0.00    0.00    0.00   97.92
Average:       3    3.08    0.00    0.67    0.04    0.00    0.21    0.00    0.00    0.00   96.00
Average:       4    1.25    0.00    0.88    0.00    0.00    0.13    0.00    0.00    0.00   97.75
Average:       5    0.71    0.00    0.75    0.17    0.00    0.04    0.00    0.00    0.00   98.33
Average:       6    2.05    0.00    0.38    0.00    0.00    0.21    0.00    0.00    0.00   97.37
Average:       7    1.67    0.00    0.88    0.00    0.00    0.04    0.00    0.00    0.00   97.41
Average:       8    1.75    0.00    0.75    0.04    0.00    0.04    0.00    0.00    0.00   97.41
Average:       9    1.21    0.00    0.67    0.00    0.00    0.13    0.00    0.00    0.00   98.00
Average:      10    1.75    0.00    0.71    0.00    0.00    0.08    0.00    0.00    0.00   97.46
Average:      11    3.79    0.00    0.29    0.00    0.00    0.04    0.00    0.00    0.00   95.87
Average:      12    2.24    0.00    0.83    0.00    0.00    0.12    0.00    0.00    0.00   96.80
Average:      13    2.84    0.00    0.54    6.59    0.00    0.08    0.00    0.00    0.00   89.95
Average:      14    1.88    0.00    0.88    1.08    0.00    0.12    0.00    0.00    0.00   96.04
Average:      15    3.46    0.00    0.67    0.54    0.00    0.08    0.00    0.00    0.00   95.25
Average:      16    1.33    0.00    0.67    0.00    0.00    0.04    0.00    0.00    0.00   97.96
Average:      17    2.30    0.00    0.71    0.00    0.00    0.13    0.00    0.00    0.00   96.87
Average:      18    1.08    0.00    0.62    0.00    0.00    0.08    0.00    0.00    0.00   98.21
Average:      19    0.63    0.00    0.50    0.00    0.00    0.08    0.00    0.00    0.00   98.79
Average:      20    2.29    0.00    0.50    0.00    0.00    0.04    0.00    0.00    0.00   97.17
Average:      21    1.50    0.00    0.67    0.00    0.00    0.04    0.00    0.00    0.00   97.79
Average:      22    1.37    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   97.79
Average:      23    0.75    0.00    0.83    0.00    0.00    0.08    0.00    0.00    0.00   98.33
