Responsetime
24.0
23.0
24.0
24.0
24.0
38.0
39.0
39.0
41.0
45.0
56.0
58.0
57.0
59.0
63.0
74.0
75.0
75.0
78.0
80.0
22.0
22.0
23.0
23.0
24.0
41.0
38.0
39.0
40.0
39.0
39.0
38.0
39.0
39.0
39.0
41.0
42.0
45.0
46.0
42.0
23.0
22.0
22.0
23.0
24.0
24.0
21.0
24.0
24.0
25.0
28.0
29.0
29.0
30.0
29.0
26.0
30.0
26.0
29.0
30.0
23.0
22.0
22.0
22.0
22.0
24.0
24.0
23.0
24.0
23.0
27.0
25.0
24.0
26.0
26.0
25.0
23.0
23.0
25.0
25.0
22.0
20.0
22.0
23.0
23.0
22.0
35.0
34.0
35.0
35.0
27.0
39.0
40.0
36.0
37.0
28.0
40.0
37.0
41.0
39.0
22.0
23.0
23.0
23.0
23.0
26.0
26.0
27.0
26.0
27.0
27.0
26.0
25.0
26.0
27.0
28.0
29.0
29.0
30.0
18.0
22.0
21.0
23.0
23.0
22.0
22.0
26.0
29.0
30.0
30.0
32.0
26.0
30.0
32.0
32.0
33.0
28.0
20.0
20.0
22.0
22.0
20.0
22.0
23.0
24.0
24.0
25.0
39.0
41.0
41.0
41.0
47.0
58.0
60.0
60.0
60.0
66.0
77.0
79.0
79.0
23.0
22.0
23.0
23.0
24.0
41.0
42.0
43.0
43.0
45.0
57.0
59.0
60.0
61.0
65.0
76.0
76.0
77.0
79.0
70.0
23.0
23.0
22.0
22.0
22.0
24.0
24.0
26.0
26.0
26.0
29.0
29.0
30.0
31.0
27.0
25.0
26.0
28.0
31.0
28.0
22.0
22.0
23.0
23.0
23.0
22.0
29.0
23.0
24.0
24.0
29.0
27.0
30.0
28.0
27.0
30.0
28.0
28.0
29.0
27.0
23.0
23.0
22.0
23.0
24.0
20.0
21.0
22.0
21.0
24.0
25.0
26.0
25.0
27.0
29.0
22.0
19.0
22.0
22.0
24.0
21.0
23.0
23.0
22.0
22.0
18.0
23.0
25.0
21.0
23.0
21.0
26.0
29.0
29.0
29.0
19.0
24.0
25.0
26.0
28.0
22.0
22.0
20.0
22.0
23.0
29.0
19.0
19.0
20.0
21.0
24.0
28.0
29.0
21.0
28.0
26.0
30.0
26.0
29.0
27.0
23.0
23.0
23.0
23.0
24.0
36.0
23.0
22.0
22.0
23.0
22.0
36.0
20.0
19.0
20.0
20.0
21.0
19.0
21.0
22.0
22.0
22.0
23.0
36.0
19.0
20.0
19.0
19.0
26.0
26.0
19.0
19.0
19.0
21.0
23.0
19.0
23.0
23.0
24.0
24.0
25.0
41.0
20.0
21.0
20.0
20.0
22.0
20.0
20.0
21.0
19.0
21.0
33.0
34.0
20.0
23.0
24.0
37.0
34.0
20.0
23.0
23.0
23.0
24.0
25.0
38.0
