Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    2.28    0.00    0.80    0.03    0.00    0.18    0.00    0.00    0.00   96.71
Average:       0    1.32    0.00    0.95    0.00    0.00    0.91    0.00    0.00    0.00   96.81
Average:       1    3.91    0.00    0.79    0.00    0.00    0.25    0.00    0.00    0.00   95.05
Average:       2    0.70    0.00    1.24    0.00    0.00    0.58    0.00    0.00    0.00   97.47
Average:       3    2.25    0.00    0.92    0.00    0.00    0.29    0.00    0.00    0.00   96.54
Average:       4    2.74    0.00    0.58    0.00    0.00    0.25    0.00    0.00    0.00   96.43
Average:       5    1.71    0.00    1.17    0.00    0.00    0.17    0.00    0.00    0.00   96.96
Average:       6    0.79    0.00    0.75    0.00    0.00    0.13    0.00    0.00    0.00   98.33
Average:       7    1.75    0.00    0.96    0.00    0.00    0.08    0.00    0.00    0.00   97.21
Average:       8    3.92    0.00    0.83    0.00    0.00    0.17    0.00    0.00    0.00   95.08
Average:       9    3.58    0.00    0.79    0.00    0.00    0.17    0.00    0.00    0.00   95.46
Average:      10    4.34    0.00    0.63    0.00    0.00    0.08    0.00    0.00    0.00   94.95
Average:      11    1.13    0.00    0.88    0.00    0.00    0.08    0.00    0.00    0.00   97.91
Average:      12    1.29    0.00    1.04    0.00    0.00    0.12    0.00    0.00    0.00   97.55
Average:      13    2.09    0.00    0.54    0.54    0.00    0.17    0.00    0.00    0.00   96.66
Average:      14    2.55    0.00    0.84    0.13    0.00    0.08    0.00    0.00    0.00   96.40
Average:      15    2.12    0.00    0.87    0.00    0.00    0.12    0.00    0.00    0.00   96.88
Average:      16    4.34    0.00    0.54    0.00    0.00    0.08    0.00    0.00    0.00   95.04
Average:      17    0.96    0.00    0.50    0.00    0.00    0.08    0.00    0.00    0.00   98.45
Average:      18    1.88    0.00    0.92    0.00    0.00    0.08    0.00    0.00    0.00   97.12
Average:      19    2.71    0.00    0.79    0.00    0.00    0.21    0.00    0.00    0.00   96.29
Average:      20    3.42    0.00    1.09    0.00    0.00    0.04    0.00    0.00    0.00   95.45
Average:      21    2.04    0.00    0.75    0.00    0.00    0.13    0.00    0.00    0.00   97.08
Average:      22    1.96    0.00    0.42    0.00    0.00    0.13    0.00    0.00    0.00   97.50
Average:      23    1.13    0.00    0.67    0.00    0.00    0.08    0.00    0.00    0.00   98.12
