num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.61,2.24,1.00,1.83,0.71,1.12,1.58,1.79,2.55,2.62,1.13,1.42,3.13,0.63,1.25,0.46,3.01,1.33,1.29,2.51,1.25,3.76,0.71,0.71,0.54
30,2.28,1.32,3.91,0.70,2.25,2.74,1.71,0.79,1.75,3.92,3.58,4.34,1.13,1.29,2.09,2.55,2.12,4.34,0.96,1.88,2.71,3.42,2.04,1.96,1.13
