Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    2.21    0.00    0.74    0.01    0.00    0.18    0.00    0.00    0.00   96.86
Average:       0    1.34    0.00    0.63    0.00    0.00    1.55    0.00    0.00    0.00   96.48
Average:       1    2.28    0.00    0.71    0.00    0.00    0.43    0.00    0.00    0.00   96.58
Average:       2    2.57    0.00    0.86    0.00    0.00    0.07    0.00    0.00    0.00   96.50
Average:       3    2.22    0.00    1.14    0.00    0.00    0.07    0.00    0.00    0.00   96.57
Average:       4    1.93    0.00    0.86    0.00    0.00    0.29    0.00    0.00    0.00   96.92
Average:       5    2.07    0.00    1.00    0.00    0.00    0.21    0.00    0.00    0.00   96.72
Average:       6    3.07    0.00    0.78    0.00    0.00    0.50    0.00    0.00    0.00   95.65
Average:       7    1.21    0.00    0.71    0.00    0.00    0.14    0.00    0.00    0.00   97.93
Average:       8    3.65    0.00    0.43    0.00    0.00    0.14    0.00    0.00    0.00   95.77
Average:       9    1.07    0.00    0.71    0.00    0.00    0.14    0.00    0.00    0.00   98.07
Average:      10    2.07    0.00    0.71    0.00    0.00    0.21    0.00    0.00    0.00   97.00
Average:      11    2.37    0.00    0.36    0.00    0.00    0.07    0.00    0.00    0.00   97.20
Average:      12    1.07    0.00    0.93    0.00    0.00    0.07    0.00    0.00    0.00   97.92
Average:      13    3.01    0.00    1.15    0.14    0.00    0.00    0.00    0.00    0.00   95.70
Average:      14    1.22    0.00    1.07    0.00    0.00    0.07    0.00    0.00    0.00   97.64
Average:      15    2.07    0.00    0.71    0.00    0.00    0.14    0.00    0.00    0.00   97.07
Average:      16    1.93    0.00    0.79    0.00    0.00    0.00    0.00    0.00    0.00   97.28
Average:      17    1.57    0.00    0.64    0.00    0.00    0.14    0.00    0.00    0.00   97.64
Average:      18    0.93    0.00    0.64    0.00    0.00    0.07    0.00    0.00    0.00   98.36
Average:      19    4.66    0.00    0.36    0.00    0.00    0.00    0.00    0.00    0.00   94.98
Average:      20    1.36    0.00    0.79    0.00    0.00    0.00    0.00    0.00    0.00   97.85
Average:      21    3.00    0.00    0.93    0.00    0.00    0.07    0.00    0.00    0.00   96.00
Average:      22    1.72    0.00    0.43    0.00    0.00    0.00    0.00    0.00    0.00   97.85
Average:      23    4.72    0.00    0.43    0.00    0.00    0.07    0.00    0.00    0.00   94.78
