Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all    1.56    0.00    0.63    0.04    0.00    0.15    0.00    0.00    0.00   97.62
Average:       0    1.99    0.00    0.50    0.00    0.00    0.83    0.00    0.00    0.00   96.68
Average:       1    1.12    0.00    0.71    0.00    0.00    0.46    0.00    0.00    0.00   97.72
Average:       2    1.21    0.00    0.79    0.00    0.00    0.12    0.00    0.00    0.00   97.88
Average:       3    0.62    0.00    0.58    0.00    0.00    0.25    0.00    0.00    0.00   98.54
Average:       4    1.83    0.00    0.58    0.00    0.00    0.17    0.00    0.00    0.00   97.41
Average:       5    1.08    0.00    0.75    0.00    0.00    0.08    0.00    0.00    0.00   98.08
Average:       6    0.88    0.00    0.54    0.00    0.00    0.13    0.00    0.00    0.00   98.46
Average:       7    1.21    0.00    0.79    0.00    0.00    0.04    0.00    0.00    0.00   97.96
Average:       8    2.62    0.00    0.83    0.00    0.00    0.04    0.00    0.00    0.00   96.50
Average:       9    1.33    0.00    0.63    0.00    0.00    0.08    0.00    0.00    0.00   97.96
Average:      10    3.22    0.00    0.38    0.00    0.00    0.13    0.00    0.00    0.00   96.28
Average:      11    1.58    0.00    0.79    0.00    0.00    0.08    0.00    0.00    0.00   97.55
Average:      12    0.88    0.00    0.54    0.00    0.00    0.13    0.00    0.00    0.00   98.45
Average:      13    0.92    0.00    0.54    1.04    0.00    0.13    0.00    0.00    0.00   97.37
Average:      14    1.59    0.00    0.71    0.00    0.00    0.04    0.00    0.00    0.00   97.66
Average:      15    0.79    0.00    0.83    0.00    0.00    0.08    0.00    0.00    0.00   98.29
Average:      16    1.58    0.00    0.58    0.00    0.00    0.04    0.00    0.00    0.00   97.79
Average:      17    1.71    0.00    0.46    0.00    0.00    0.04    0.00    0.00    0.00   97.79
Average:      18    2.00    0.00    0.71    0.00    0.00    0.08    0.00    0.00    0.00   97.21
Average:      19    1.59    0.00    0.54    0.00    0.00    0.04    0.00    0.00    0.00   97.83
Average:      20    1.88    0.00    0.50    0.00    0.00    0.04    0.00    0.00    0.00   97.58
Average:      21    2.50    0.00    0.58    0.00    0.00    0.12    0.00    0.00    0.00   96.79
Average:      22    1.29    0.00    0.71    0.00    0.00    0.12    0.00    0.00    0.00   97.88
Average:      23    1.88    0.00    0.58    0.00    0.00    0.13    0.00    0.00    0.00   97.41
