num_of_users,all,core:0,core:1,core:2,core:3,core:4,core:5,core:6,core:7,core:8,core:9,core:10,core:11,core:12,core:13,core:14,core:15,core:16,core:17,core:18,core:19,core:20,core:21,core:22,core:23
20,1.52,1.69,0.57,1.07,1.14,2.22,1.00,3.44,0.43,0.93,1.86,1.07,0.65,0.79,1.07,0.57,0.79,2.29,3.28,0.57,2.08,4.51,1.64,2.08,0.93
30,2.24,1.21,1.85,3.50,5.00,3.00,1.07,2.22,0.29,0.93,3.29,0.93,0.86,1.93,4.01,2.57,2.00,2.30,1.43,0.86,4.30,2.08,3.79,1.43,2.86
