CPU,%usr
all,41.15
0,41.66
1,40.76
2,41.70
3,41.11
4,40.43
5,42.46
6,40.08
7,41.14
8,41.42
9,40.05
10,40.92
11,42.04
12,40.18
13,41.43
14,41.91
15,42.00
16,41.99
17,40.63
18,41.10
19,40.88
20,41.11
21,41.94
22,39.92
23,40.61
