Average:     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
Average:     all   41.15    0.00   17.30    0.00    0.00    1.84    0.00    0.00    0.00   39.70
Average:       0   41.66    0.00   17.19    0.00    0.00    1.45    0.00    0.00    0.00   39.70
Average:       1   40.76    0.00   18.01    0.00    0.00    1.63    0.00    0.00    0.00   39.60
Average:       2   41.70    0.00   17.16    0.00    0.00    1.40    0.00    0.00    0.00   39.74
Average:       3   41.11    0.00   17.78    0.00    0.00    1.25    0.00    0.00    0.00   39.86
Average:       4   40.43    0.00   17.31    0.00    0.00    2.58    0.00    0.00    0.00   39.69
Average:       5   42.46    0.00   17.16    0.00    0.00    1.33    0.00    0.00    0.00   39.05
Average:       6   40.08    0.00   17.45    0.00    0.00    2.77    0.00    0.00    0.00   39.70
Average:       7   41.14    0.00   17.16    0.00    0.00    1.67    0.00    0.00    0.00   40.04
Average:       8   41.42    0.00   17.67    0.00    0.00    1.51    0.00    0.00    0.00   39.40
Average:       9   40.05    0.00   17.58    0.00    0.00    2.73    0.00    0.00    0.00   39.64
Average:      10   40.92    0.00   17.45    0.00    0.00    1.57    0.00    0.00    0.00   40.06
Average:      11   42.04    0.00   16.66    0.00    0.00    1.57    0.00    0.00    0.00   39.73
Average:      12   40.18    0.00   17.46    0.09    0.00    2.52    0.00    0.00    0.00   39.74
Average:      13   41.43    0.00   17.43    0.03    0.00    1.36    0.00    0.00    0.00   39.75
Average:      14   41.91    0.00   17.24    0.00    0.00    1.27    0.00    0.00    0.00   39.57
Average:      15   42.00    0.00   16.83    0.00    0.00    1.52    0.00    0.00    0.00   39.66
Average:      16   41.99    0.00   16.74    0.00    0.00    1.31    0.00    0.00    0.00   39.97
Average:      17   40.63    0.00   17.16    0.00    0.00    2.47    0.00    0.00    0.00   39.74
Average:      18   41.10    0.00   17.33    0.00    0.00    1.51    0.00    0.00    0.00   40.06
Average:      19   40.88    0.00   16.96    0.00    0.00    2.67    0.00    0.00    0.00   39.49
Average:      20   41.11    0.00   17.56    0.00    0.00    1.37    0.00    0.00    0.00   39.95
Average:      21   41.94    0.00   17.07    0.00    0.00    1.42    0.00    0.00    0.00   39.57
Average:      22   39.92    0.00   17.67    0.00    0.00    2.64    0.00    0.00    0.00   39.77
Average:      23   40.61    0.00   17.32    0.00    0.00    2.69    0.00    0.00    0.00   39.37
