CPU,%usr
all,32.47
0,31.93
1,33.15
2,32.22
3,32.65
4,32.01
5,32.50
6,32.06
7,32.55
8,33.24
9,32.43
10,32.22
11,32.22
12,31.90
13,33.25
14,33.11
15,32.78
16,32.44
17,32.27
18,32.63
19,32.13
20,32.45
21,33.53
22,31.95
23,31.68
